route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
X37G,MTC,,,,3,,,
X40,MTC,,,,3,,,
X40A,MTC,,,,3,,,
X40AGS,MTC,,,,3,,,
X41C,MTC,,,,3,,,
X41D,MTC,,,,3,,,
X44B,MTC,,,,3,,,
X46G,MTC,,,,3,,,
X46GGS,MTC,,,,3,,,
X47D,MTC,,,,3,,,
X49A,MTC,,,,3,,,
X49GS,MTC,,,,3,,,
X500E,MTC,,,,3,,,
X500J,MTC,,,,3,,,
X500T,MTC,,,,3,,,
X505,MTC,,,,3,,,
X505K,MTC,,,,3,,,
X505P,MTC,,,,3,,,
X512,MTC,,,,3,,,
X515V,MTC,,,,3,,,
X519A,MTC,,,,3,,,
X519T,MTC,,,,3,,,
X51D,MTC,,,,3,,,
X51GS,MTC,,,,3,,,
X51J,MTC,,,,3,,,
X51T,MTC,,,,3,,,
X522,MTC,,,,3,,,
X523,MTC,,,,3,,,
X523A,MTC,,,,3,,,
X53A,MTC,,,,3,,,
X53AT,MTC,,,,3,,,
X53GS,MTC,,,,3,,,
X54,MTC,,,,3,,,
X54CT,MTC,,,,3,,,
X54F,MTC,,,,3,,,
X54FET,MTC,,,,3,,,
X54L,MTC,,,,3,,,
X54LCT,MTC,,,,3,,,
X54V,MTC,,,,3,,,
X551,MTC,,,,3,,,
X551A,MTC,,,,3,,,
X555G,MTC,,,,3,,,
X555M,MTC,,,,3,,,
X555N,MTC,,,,3,,,
X555P,MTC,,,,3,,,
X556,MTC,,,,3,,,
X557AE,MTC,,,,3,,,
X557C,MTC,,,,3,,,
X557M,MTC,,,,3,,,
X558A,MTC,,,,3,,,
X558C,MTC,,,,3,,,
X558M,MTC,,,,3,,,
X558P,MTC,,,,3,,,
X55DET,MTC,,,,3,,,
X55M,MTC,,,,3,,,
X562,MTC,,,,3,,,
X568B,MTC,,,,3,,,
X56P,MTC,,,,3,,,
X56PET,MTC,,,,3,,,
X56PGS,MTC,,,,3,,,
X56PNH,MTC,,,,3,,,
X56T,MTC,,,,3,,,
X56V,MTC,,,,3,,,
X570T,MTC,,,,3,,,
X572,MTC,,,,3,,,
X572A,MTC,,,,3,,,
X572K,MTC,,,,3,,,
X578A,MTC,,,,3,,,
X579,MTC,,,,3,,,
X579T,MTC,,,,3,,,
X579V,MTC,,,,3,,,
X57F,MTC,,,,3,,,
X580,MTC,,,,3,,,
X580M,MTC,,,,3,,,
X583C,MTC,,,,3,,,
X583D,MTC,,,,3,,,
X583P,MTC,,,,3,,,
X59,MTC,,,,3,,,
X592A,MTC,,,,3,,,
X592V,MTC,,,,3,,,
X593,MTC,,,,3,,,
X595,MTC,,,,3,,,
X595A,MTC,,,,3,,,
X5A,MTC,,,,3,,,
X5G,MTC,,,,3,,,
X60C,MTC,,,,3,,,
X60E,MTC,,,,3,,,
X60G,MTC,,,,3,,,
X62,MTC,,,,3,,,
X62ET,MTC,,,,3,,,
X62GS,MTC,,,,3,,,
X62T,MTC,,,,3,,,
X65A,MTC,,,,3,,,
X65P,MTC,,,,3,,,
X65V,MTC,,,,3,,,
X66K,MTC,,,,3,,,
X66P,MTC,,,,3,,,
X66S,MTC,,,,3,,,
X6A,MTC,,,,3,,,
X6D,MTC,,,,3,,,
X6DET,MTC,,,,3,,,
X6DGS,MTC,,,,3,,,
X6E,MTC,,,,3,,,
X70A,MTC,,,,3,,,
X70AT,MTC,,,,3,,,
X70C,MTC,,,,3,,,
X70CGS,MTC,,,,3,,,
X70T,MTC,,,,3,,,
X70W,MTC,,,,3,,,
X71H,MTC,,,,3,,,
X77,MTC,,,,3,,,
X77A,MTC,,,,3,,,
X77CT,MTC,,,,3,,,
X77E,MTC,,,,3,,,
X77EX,MTC,,,,3,,,
X77G,MTC,,,,3,,,
X77J,MTC,,,,3,,,
X77T,MTC,,,,3,,,
X77TGS,MTC,,,,3,,,
X77VET,MTC,,,,3,,,
X79K,MTC,,,,3,,,
X7F,MTC,,,,3,,,
X7FGS,MTC,,,,3,,,
X7M,MTC,,,,3,,,
X7MGS,MTC,,,,3,,,
X88K,MTC,,,,3,,,
X91,MTC,,,,3,,,
X91ET,MTC,,,,3,,,
X91GS,MTC,,,,3,,,
X91GT,MTC,,,,3,,,
X91T,MTC,,,,3,,,
X91V,MTC,,,,3,,,
X95,MTC,,,,3,,,
X95CTG,MTC,,,,3,,,
X95G,MTC,,,,3,,,
X95GS,MTC,,,,3,,,
X95T,MTC,,,,3,,,
X99,MTC,,,,3,,,
X99CT,MTC,,,,3,,,
XA20,MTC,,,,3,,,
XA47,MTC,,,,3,,,
XA51,MTC,,,,3,,,
XB18,MTC,,,,3,,,
XB19,MTC,,,,3,,,
XB19CT,MTC,,,,3,,,
XB19T,MTC,,,,3,,,
XB21,MTC,,,,3,,,
XB29N,MTC,,,,3,,,
XB70,MTC,,,,3,,,
XD51ET,MTC,,,,3,,,
XD70,MTC,,,,3,,,
XD70CT,MTC,,,,3,,,
XD70EX,MTC,,,,3,,,
XE18,MTC,,,,3,,,
XE18T,MTC,,,,3,,,
XE51,MTC,,,,3,,,
XF54,MTC,,,,3,,,
XG18,MTC,,,,3,,,
XG54,MTC,,,,3,,,
XG70,MTC,,,,3,,,
XG70ET,MTC,,,,3,,,
XH51ET,MTC,,,,3,,,
XH70,MTC,,,,3,,,
XJ29C,MTC,,,,3,,,
XJ51,MTC,,,,3,,,
XL21,MTC,,,,3,,,
XL51,MTC,,,,3,,,
XL70,MTC,,,,3,,,
XL70CT,MTC,,,,3,,,
XM18C,MTC,,,,3,,,
XM1P,MTC,,,,3,,,
XM21M,MTC,,,,3,,,
XM270,MTC,,,,3,,,
XM70,MTC,,,,3,,,
XM70GS,MTC,,,,3,,,
XM70T,MTC,,,,3,,,
XM79CT,MTC,,,,3,,,
XP51,MTC,,,,3,,,
XS1,MTC,,,,3,,,
XS10,MTC,,,,3,,,
XS11,MTC,,,,3,,,
XS12,MTC,,,,3,,,
XS13,MTC,,,,3,,,
XS14,MTC,,,,3,,,
XS15,MTC,,,,3,,,
XS16,MTC,,,,3,,,
XS17,MTC,,,,3,,,
XS18,MTC,,,,3,,,
XS19,MTC,,,,3,,,
XS2,MTC,,,,3,,,
XS20,MTC,,,,3,,,
XS21,MTC,,,,3,,,
XS22,MTC,,,,3,,,
XS23,MTC,,,,3,,,
XS24,MTC,,,,3,,,
XS25,MTC,,,,3,,,
XS26,MTC,,,,3,,,
XS27,MTC,,,,3,,,
XS28,MTC,,,,3,,,
XS29,MTC,,,,3,,,
XS3,MTC,,,,3,,,
XS30,MTC,,,,3,,,
XS31,MTC,,,,3,,,
XS32,MTC,,,,3,,,
XS33,MTC,,,,3,,,
XS34,MTC,,,,3,,,
XS35,MTC,,,,3,,,
XS36,MTC,,,,3,,,
XS37,MTC,,,,3,,,
XS38,MTC,,,,3,,,
XS4,MTC,,,,3,,,
XS41,MTC,,,,3,,,
XS42,MTC,,,,3,,,
XS43,MTC,,,,3,,,
XS44,MTC,,,,3,,,
XS45,MTC,,,,3,,,
XS46,MTC,,,,3,,,
XS47,MTC,,,,3,,,
XS48,MTC,,,,3,,,
XS49,MTC,,,,3,,,
XS5,MTC,,,,3,,,
XS50,MTC,,,,3,,,
XS51,MTC,,,,3,,,
XS52,MTC,,,,3,,,
XS53,MTC,,,,3,,,
XS54,MTC,,,,3,,,
XS55,MTC,,,,3,,,
XS56,MTC,,,,3,,,
XS57,MTC,,,,3,,,
XS58,MTC,,,,3,,,
XS59,MTC,,,,3,,,
XS6,MTC,,,,3,,,
XS60,MTC,,,,3,,,
XS61,MTC,,,,3,,,
XS62,MTC,,,,3,,,
XS63,MTC,,,,3,,,
XS64,MTC,,,,3,,,
XS65,MTC,,,,3,,,
XS66,MTC,,,,3,,,
XS67,MTC,,,,3,,,
XS68,MTC,,,,3,,,
XS69,MTC,,,,3,,,
XS7,MTC,,,,3,,,
XS70,MTC,,,,3,,,
XS71,MTC,,,,3,,,
XS75,MTC,,,,3,,,
XS8,MTC,,,,3,,,
XS80,MTC,,,,3,,,
XS81,MTC,,,,3,,,
XS82,MTC,,,,3,,,
XS83,MTC,,,,3,,,
XS84,MTC,,,,3,,,
XS85,MTC,,,,3,,,
XS86,MTC,,,,3,,,
XS87,MTC,,,,3,,,
XS88,MTC,,,,3,,,
XS89,MTC,,,,3,,,
XS9,MTC,,,,3,,,
XS90,MTC,,,,3,,,
XS91,MTC,,,,3,,,
XS92,MTC,,,,3,,,
XS93,MTC,,,,3,,,
XS94,MTC,,,,3,,,
XS95,MTC,,,,3,,,
XT151,MTC,,,,3,,,
XT151K,MTC,,,,3,,,
XT553,MTC,,,,3,,,
XT70,MTC,,,,3,,,
XT70GS,MTC,,,,3,,,
XT95G,MTC,,,,3,,,
Z102,MTC,,,,3,,,
Z114,MTC,,,,3,,,
Z19B,MTC,,,,3,,,
Z219,MTC,,,,3,,,
Z219A,MTC,,,,3,,,
Z500B,MTC,,,,3,,,
Z500C,MTC,,,,3,,,
Z570,MTC,,,,3,,,
Z570A,MTC,,,,3,,,
Z576,MTC,,,,3,,,
Z91,MTC,,,,3,,,
